DFA->8291
NFA->111
Creation time    DFA->697042300 NFA->13948801
Browsing->(117/1000)   DFA->265944 NFA->4415977
Browsing->(118/1000)   DFA->277051 NFA->4884527
Browsing->(119/1000)   DFA->238330 NFA->3861576
Browsing->(120/1000)   DFA->259342 NFA->4709533
Browsing->(121/1000)   DFA->209212 NFA->3233640
Browsing->(122/1000)   DFA->251535 NFA->4189952
Browsing->(123/1000)   DFA->257839 NFA->4763562
Browsing->(124/1000)   DFA->256939 NFA->4177647
Browsing->(125/1000)   DFA->238630 NFA->4561852
Browsing->(126/1000)   DFA->223018 NFA->3292172
Browsing->(127/1000)   DFA->223318 NFA->4819394
Browsing->(128/1000)   DFA->256636 NFA->4691525
Browsing->(129/1000)   DFA->308865 NFA->6708605
Browsing->(130/1000)   DFA->318172 NFA->4222370
Browsing->(131/1000)   DFA->240728 NFA->3150794
Browsing->(132/1000)   DFA->252737 NFA->2927775
Browsing->(133/1000)   DFA->293257 NFA->4336130
Browsing->(134/1000)   DFA->247033 NFA->3531998
Browsing->(135/1000)   DFA->276149 NFA->4623086
Browsing->(136/1000)   DFA->452944 NFA->5563190
Browsing->(137/1000)   DFA->362896 NFA->7556859
Browsing->(138/1000)   DFA->426528 NFA->8705283
Browsing->(139/1000)   DFA->340385 NFA->5356979
Browsing->(140/1000)   DFA->236827 NFA->3676074
Browsing->(141/1000)   DFA->265945 NFA->4675013
Browsing->(142/1000)   DFA->237427 NFA->3090461
Browsing->(143/1000)   DFA->282454 NFA->6405448
Browsing->(144/1000)   DFA->259337 NFA->3669774
Browsing->(145/1000)   DFA->255439 NFA->5053816
Browsing->(146/1000)   DFA->496465 NFA->11258453
Browsing->(147/1000)   DFA->408822 NFA->5617220
Browsing->(148/1000)   DFA->304363 NFA->4870719
Browsing->(149/1000)   DFA->251236 NFA->3734909
Browsing->(150/1000)   DFA->260241 NFA->4990784
Browsing->(151/1000)   DFA->357789 NFA->6252661
Browsing->(152/1000)   DFA->423526 NFA->5831837
Browsing->(153/1000)   DFA->306766 NFA->5556288
Browsing->(154/1000)   DFA->343084 NFA->5479747
Browsing->(155/1000)   DFA->301960 NFA->5697662
Browsing->(156/1000)   DFA->314571 NFA->4945760
Browsing->(157/1000)   DFA->316372 NFA->6253563
Browsing->(158/1000)   DFA->324475 NFA->5281640
Browsing->(159/1000)   DFA->297160 NFA->5256427
Browsing->(160/1000)   DFA->475158 NFA->6820270
Browsing->(161/1000)   DFA->543591 NFA->9928441
Browsing->(162/1000)   DFA->337682 NFA->5716574
Browsing->(163/1000)   DFA->470953 NFA->6255664
Browsing->(164/1000)   DFA->515378 NFA->5334767
Browsing->(165/1000)   DFA->374001 NFA->5652940
Browsing->(166/1000)   DFA->443637 NFA->6530011
Browsing->(167/1000)   DFA->347584 NFA->5498356
Browsing->(168/1000)   DFA->340383 NFA->5860953
Browsing->(169/1000)   DFA->306765 NFA->6289581
Browsing->(170/1000)   DFA->697573 NFA->6522803
Browsing->(171/1000)   DFA->370999 NFA->13709575
Browsing->(172/1000)   DFA->306166 NFA->4234375
Browsing->(173/1000)   DFA->259641 NFA->3504385
Browsing->(174/1000)   DFA->268043 NFA->5010593
Browsing->(175/1000)   DFA->268944 NFA->4601773
Browsing->(176/1000)   DFA->287255 NFA->3592630
Browsing->(177/1000)   DFA->265643 NFA->4718235
Browsing->(178/1000)   DFA->418728 NFA->8220822
Browsing->(179/1000)   DFA->471254 NFA->6469379
Browsing->(180/1000)   DFA->432534 NFA->6128096
Browsing->(181/1000)   DFA->277050 NFA->5531973
Browsing->(182/1000)   DFA->274948 NFA->4530638
Browsing->(183/1000)   DFA->244633 NFA->4296211
Browsing->(184/1000)   DFA->252136 NFA->3875985
Browsing->(185/1000)   DFA->276148 NFA->5736684
Browsing->(186/1000)   DFA->266243 NFA->4061183
Browsing->(187/1000)   DFA->279449 NFA->3674276
Browsing->(188/1000)   DFA->289055 NFA->5054717
Browsing->(189/1000)   DFA->258139 NFA->4263194
Browsing->(190/1000)   DFA->260240 NFA->4142828
Browsing->(191/1000)   DFA->295360 NFA->4938555
Browsing->(192/1000)   DFA->259936 NFA->4171343
Browsing->(193/1000)   DFA->221522 NFA->3742113
Browsing->(194/1000)   DFA->269243 NFA->5655641
Browsing->(195/1000)   DFA->290857 NFA->5119853
Browsing->(196/1000)   DFA->327777 NFA->5187987
Browsing->(197/1000)   DFA->313370 NFA->5256126
Browsing->(198/1000)   DFA->262342 NFA->5712070
Browsing->(199/1000)   DFA->309766 NFA->4758457
Browsing->(200/1000)   DFA->259940 NFA->4428882
Browsing->(201/1000)   DFA->305562 NFA->5074828
Browsing->(202/1000)   DFA->304063 NFA->5154670
Browsing->(203/1000)   DFA->262043 NFA->4927151
Browsing->(204/1000)   DFA->270146 NFA->5176286
Browsing->(205/1000)   DFA->283955 NFA->4444187
Browsing->(206/1000)   DFA->374000 NFA->5262130
Browsing->(207/1000)   DFA->254839 NFA->4091500
Browsing->(208/1000)   DFA->281551 NFA->5342574
Browsing->(209/1000)   DFA->226019 NFA->2920268
Browsing->(210/1000)   DFA->235027 NFA->6882100
Browsing->(211/1000)   DFA->382405 NFA->7477921
Browsing->(212/1000)   DFA->414224 NFA->8876675
Browsing->(213/1000)   DFA->384808 NFA->5980117
Browsing->(214/1000)   DFA->358996 NFA->5111450
Browsing->(215/1000)   DFA->334078 NFA->4525835
Browsing->(216/1000)   DFA->228721 NFA->4251486
Browsing->(217/1000)   DFA->238628 NFA->3862179
Browsing->(218/1000)   DFA->250933 NFA->3894294
Browsing->(219/1000)   DFA->283354 NFA->5491150
Browsing->(220/1000)   DFA->356293 NFA->6235553
Browsing->(221/1000)   DFA->412123 NFA->6477181
Browsing->(222/1000)   DFA->349387 NFA->5189488
Browsing->(223/1000)   DFA->377300 NFA->8209110
Browsing->(224/1000)   DFA->357192 NFA->5215603
Browsing->(225/1000)   DFA->232926 NFA->4207061
Browsing->(226/1000)   DFA->271347 NFA->4578965
Browsing->(227/1000)   DFA->243132 NFA->3714198
Browsing->(228/1000)   DFA->280052 NFA->5492353
Browsing->(229/1000)   DFA->271346 NFA->3887091
Browsing->(230/1000)   DFA->231127 NFA->4104707
Browsing->(231/1000)   DFA->263539 NFA->3396027
Browsing->(232/1000)   DFA->273147 NFA->4292610
Browsing->(233/1000)   DFA->264742 NFA->3821354
Browsing->(234/1000)   DFA->333779 NFA->4456495
Browsing->(235/1000)   DFA->245230 NFA->3936917
Browsing->(236/1000)   DFA->272847 NFA->4387461
Browsing->(237/1000)   DFA->218516 NFA->3033432
Browsing->(238/1000)   DFA->271347 NFA->4005953
Browsing->(239/1000)   DFA->264441 NFA->4459195
Browsing->(240/1000)   DFA->291159 NFA->5163976
Browsing->(241/1000)   DFA->281251 NFA->4694824
Browsing->(242/1000)   DFA->243131 NFA->4991684
Browsing->(243/1000)   DFA->272547 NFA->3672776
Browsing->(244/1000)   DFA->235329 NFA->4189352
Browsing->(245/1000)   DFA->273145 NFA->5006996
Browsing->(246/1000)   DFA->254840 NFA->4895332
Browsing->(247/1000)   DFA->246432 NFA->3389121
Browsing->(248/1000)   DFA->279450 NFA->4859914
Browsing->(249/1000)   DFA->214618 NFA->3368711
Browsing->(250/1000)   DFA->259638 NFA->4084597
Browsing->(251/1000)   DFA->266542 NFA->4230779
Browsing->(252/1000)   DFA->252435 NFA->3889191
Browsing->(253/1000)   DFA->336779 NFA->3538904
Browsing->(254/1000)   DFA->276749 NFA->3139687
Browsing->(255/1000)   DFA->274349 NFA->4412673
Browsing->(256/1000)   DFA->284851 NFA->4026365
Browsing->(257/1000)   DFA->282152 NFA->4510525
Browsing->(258/1000)   DFA->262942 NFA->3945323
Browsing->(259/1000)   DFA->248535 NFA->3505885
Browsing->(260/1000)   DFA->249132 NFA->3937519
Browsing->(261/1000)   DFA->295658 NFA->4340034
Browsing->(262/1000)   DFA->342485 NFA->5572497
Browsing->(263/1000)   DFA->187302 NFA->2835624
Browsing->(264/1000)   DFA->286053 NFA->4624588
Browsing->(265/1000)   DFA->307365 NFA->5239017
Browsing->(266/1000)   DFA->264741 NFA->4719439
Browsing->(267/1000)   DFA->266244 NFA->3691085
Browsing->(268/1000)   DFA->320873 NFA->4171043
Browsing->(269/1000)   DFA->285454 NFA->4353542
Browsing->(270/1000)   DFA->355994 NFA->5127356
Browsing->(271/1000)   DFA->246432 NFA->3189814
Browsing->(272/1000)   DFA->236824 NFA->3802746
Browsing->(273/1000)   DFA->268941 NFA->5102444
Browsing->(274/1000)   DFA->259638 NFA->4071088
Browsing->(275/1000)   DFA->237728 NFA->3984042
Browsing->(276/1000)   DFA->323575 NFA->4335231
Browsing->(277/1000)   DFA->280951 NFA->4811588
Browsing->(278/1000)   DFA->269246 NFA->4527035
Browsing->(279/1000)   DFA->266841 NFA->4956866
Browsing->(280/1000)   DFA->248831 NFA->3401731
Browsing->(281/1000)   DFA->271347 NFA->5009391
Browsing->(282/1000)   DFA->286355 NFA->6232554
Browsing->(283/1000)   DFA->275247 NFA->4478705
Browsing->(284/1000)   DFA->342485 NFA->3004315
Browsing->(285/1000)   DFA->271047 NFA->1981966
Browsing->(286/1000)   DFA->230227 NFA->1855898
Browsing->(287/1000)   DFA->205610 NFA->1710918
Browsing->(288/1000)   DFA->223920 NFA->2177968
Browsing->(289/1000)   DFA->242532 NFA->2177069
Browsing->(290/1000)   DFA->221822 NFA->2033593
Browsing->(291/1000)   DFA->190301 NFA->2032393
Browsing->(292/1000)   DFA->232024 NFA->2044397
Browsing->(293/1000)   DFA->247935 NFA->2052502
Browsing->(294/1000)   DFA->197805 NFA->1276884
Browsing->(295/1000)   DFA->230225 NFA->1892220
Browsing->(296/1000)   DFA->205612 NFA->1841788
Browsing->(297/1000)   DFA->220317 NFA->1918631
Browsing->(298/1000)   DFA->252437 NFA->2212187
Browsing->(299/1000)   DFA->249735 NFA->2034194
Browsing->(300/1000)   DFA->229624 NFA->2209790
Browsing->(301/1000)   DFA->278248 NFA->2203785
Browsing->(302/1000)   DFA->239229 NFA->2038996
Browsing->(303/1000)   DFA->206813 NFA->1955254
Browsing->(304/1000)   DFA->215817 NFA->2012581
Browsing->(305/1000)   DFA->220319 NFA->1840591
Browsing->(306/1000)   DFA->209213 NFA->1682404
Browsing->(307/1000)   DFA->203810 NFA->1571048
Browsing->(308/1000)   DFA->188503 NFA->1627777
Browsing->(309/1000)   DFA->233824 NFA->2107734
Browsing->(310/1000)   DFA->257540 NFA->2139851
Browsing->(311/1000)   DFA->218212 NFA->1883811
Browsing->(312/1000)   DFA->219119 NFA->1806973
Browsing->(313/1000)   DFA->199907 NFA->1589954
Browsing->(314/1000)   DFA->209813 NFA->1794363
Browsing->(315/1000)   DFA->213414 NFA->1841491
Browsing->(316/1000)   DFA->201410 NFA->1734632
Browsing->(317/1000)   DFA->198406 NFA->1994275
Browsing->(318/1000)   DFA->208612 NFA->1831884
Browsing->(319/1000)   DFA->274348 NFA->2184874
Browsing->(320/1000)   DFA->241028 NFA->1939044
Browsing->(321/1000)   DFA->258138 NFA->1843290
Browsing->(322/1000)   DFA->269845 NFA->1855598
Browsing->(323/1000)   DFA->208310 NFA->1601360
Browsing->(324/1000)   DFA->262040 NFA->2193582
Browsing->(325/1000)   DFA->254237 NFA->2022488
Browsing->(326/1000)   DFA->232625 NFA->1607065
Browsing->(327/1000)   DFA->261442 NFA->2160860
Browsing->(328/1000)   DFA->253036 NFA->1859498
Browsing->(329/1000)   DFA->247033 NFA->1769150
Browsing->(330/1000)   DFA->245832 NFA->2187874
Browsing->(331/1000)   DFA->277347 NFA->1803066
Browsing->(332/1000)   DFA->449041 NFA->2730867
Browsing->(333/1000)   DFA->470351 NFA->2874648
Browsing->(334/1000)   DFA->261742 NFA->1858601
Browsing->(335/1000)   DFA->308567 NFA->2540565
Browsing->(336/1000)   DFA->421126 NFA->2992605
Browsing->(337/1000)   DFA->292357 NFA->2244306
Browsing->(338/1000)   DFA->284252 NFA->2184574
Browsing->(339/1000)   DFA->405217 NFA->2416897
Browsing->(340/1000)   DFA->258137 NFA->2230497
Browsing->(341/1000)   DFA->261141 NFA->1996374
Browsing->(342/1000)   DFA->300758 NFA->2315145
Browsing->(343/1000)   DFA->270146 NFA->1925233
Browsing->(344/1000)   DFA->242830 NFA->1771853
Browsing->(345/1000)   DFA->250036 NFA->2221795
Browsing->(346/1000)   DFA->238929 NFA->2038995
Browsing->(347/1000)   DFA->235924 NFA->1960355
Browsing->(348/1000)   DFA->239827 NFA->1916833
Browsing->(349/1000)   DFA->250334 NFA->1894018
Browsing->(350/1000)   DFA->231725 NFA->1656892
Browsing->(351/1000)   DFA->216116 NFA->1680605
Browsing->(352/1000)   DFA->248835 NFA->2223895
Browsing->(353/1000)   DFA->228722 NFA->2009280
Browsing->(354/1000)   DFA->215215 NFA->1688708
Browsing->(355/1000)   DFA->236529 NFA->2058208
Browsing->(356/1000)   DFA->255136 NFA->2290532
Browsing->(357/1000)   DFA->374904 NFA->3043038
Browsing->(358/1000)   DFA->426230 NFA->3490874
Browsing->(359/1000)   DFA->388105 NFA->3212326
Browsing->(360/1000)   DFA->391108 NFA->2882750
Browsing->(361/1000)   DFA->247032 NFA->1554536
Browsing->(362/1000)   DFA->256937 NFA->2070812
Browsing->(363/1000)   DFA->280649 NFA->1991569
Browsing->(364/1000)   DFA->238027 NFA->1587855
Browsing->(365/1000)   DFA->281852 NFA->2302536
Browsing->(366/1000)   DFA->287556 NFA->2025188
Browsing->(367/1000)   DFA->278249 NFA->1802769
Browsing->(368/1000)   DFA->270747 NFA->2192677
Browsing->(369/1000)   DFA->294758 NFA->2280627
Browsing->(370/1000)   DFA->290256 NFA->2689748
Browsing->(371/1000)   DFA->324475 NFA->2958390
Browsing->(372/1000)   DFA->307966 NFA->2504548
Browsing->(373/1000)   DFA->496762 NFA->3213227
Browsing->(374/1000)   DFA->335582 NFA->3172109
Browsing->(375/1000)   DFA->330476 NFA->3446455
Browsing->(376/1000)   DFA->454147 NFA->4197158
Browsing->(377/1000)   DFA->485357 NFA->4018261
Browsing->(378/1000)   DFA->401013 NFA->1847497
Browsing->(379/1000)   DFA->253335 NFA->1857698
Browsing->(380/1000)   DFA->271046 NFA->2019489
Browsing->(381/1000)   DFA->282450 NFA->2385382
Browsing->(382/1000)   DFA->293560 NFA->2529161
Browsing->(383/1000)   DFA->352088 NFA->3590230
Browsing->(384/1000)   DFA->327474 NFA->2967995
Browsing->(385/1000)   DFA->340386 NFA->2912467
Browsing->(386/1000)   DFA->310966 NFA->2818218
Browsing->(387/1000)   DFA->351489 NFA->3220731
Browsing->(388/1000)   DFA->292358 NFA->2582888
Browsing->(389/1000)   DFA->339780 NFA->3200321
Browsing->(390/1000)   DFA->336483 NFA->3006115
Browsing->(391/1000)   DFA->338582 NFA->2907364
Browsing->(392/1000)   DFA->286352 NFA->2461322
Browsing->(393/1000)   DFA->349990 NFA->3042438
Browsing->(394/1000)   DFA->330178 NFA->2917570
Browsing->(395/1000)   DFA->353289 NFA->3229737
Browsing->(396/1000)   DFA->309462 NFA->2726063
Browsing->(397/1000)   DFA->306764 NFA->2863238
Browsing->(398/1000)   DFA->338282 NFA->2993210
Browsing->(399/1000)   DFA->295362 NFA->2274023
Browsing->(400/1000)   DFA->458948 NFA->3166704
Browsing->(401/1000)   DFA->335881 NFA->2839826
Browsing->(402/1000)   DFA->317271 NFA->2687044
Browsing->(403/1000)   DFA->444539 NFA->3135786
Browsing->(404/1000)   DFA->410021 NFA->2239505
Browsing->(405/1000)   DFA->324776 NFA->2425905
Browsing->(406/1000)   DFA->292958 NFA->2752182
Browsing->(407/1000)   DFA->579312 NFA->5529572
Browsing->(408/1000)   DFA->471551 NFA->3785035
Browsing->(409/1000)   DFA->324774 NFA->2894458
Browsing->(410/1000)   DFA->312769 NFA->3076054
Browsing->(411/1000)   DFA->313369 NFA->3285564
Browsing->(412/1000)   DFA->310968 NFA->3124081
Browsing->(413/1000)   DFA->342481 NFA->2957490
Browsing->(414/1000)   DFA->287254 NFA->2814013
Browsing->(415/1000)   DFA->262342 NFA->2294130
Browsing->(416/1000)   DFA->298959 NFA->3217429
Browsing->(417/1000)   DFA->259342 NFA->2624611
Browsing->(418/1000)   DFA->292359 NFA->3068850
Browsing->(419/1000)   DFA->277948 NFA->2781296
Browsing->(420/1000)   DFA->260239 NFA->3148392
Browsing->(421/1000)   DFA->296560 NFA->3264255
Browsing->(422/1000)   DFA->417524 NFA->3176008
Browsing->(423/1000)   DFA->394114 NFA->2937082
Browsing->(424/1000)   DFA->399516 NFA->3035231
Browsing->(425/1000)   DFA->304665 NFA->3691386
Browsing->(426/1000)   DFA->219716 NFA->1624473
Browsing->(427/1000)   DFA->237131 NFA->2114937
Browsing->(428/1000)   DFA->228124 NFA->2148256
Browsing->(429/1000)   DFA->202608 NFA->1380442
Browsing->(430/1000)   DFA->237126 NFA->2085521
Browsing->(431/1000)   DFA->259340 NFA->1967258
Browsing->(432/1000)   DFA->266844 NFA->2071113
Browsing->(433/1000)   DFA->175895 NFA->1167930
Browsing->(434/1000)   DFA->215817 NFA->1935443
Browsing->(435/1000)   DFA->221819 NFA->2001174
Browsing->(436/1000)   DFA->244030 NFA->2104730
Browsing->(437/1000)   DFA->242832 NFA->2165667
Browsing->(438/1000)   DFA->239529 NFA->1843594
Browsing->(439/1000)   DFA->216415 NFA->1746941
Browsing->(440/1000)   DFA->237426 NFA->2263217
Browsing->(441/1000)   DFA->351789 NFA->2092125
Browsing->(442/1000)   DFA->251235 NFA->2228398
Browsing->(443/1000)   DFA->283654 NFA->1999677
Browsing->(444/1000)   DFA->326277 NFA->2308543
Browsing->(445/1000)   DFA->260240 NFA->1992771
Browsing->(446/1000)   DFA->243433 NFA->2337961
Browsing->(447/1000)   DFA->221821 NFA->1767951
Browsing->(448/1000)   DFA->276146 NFA->2073816
Browsing->(449/1000)   DFA->185200 NFA->1452182
Browsing->(450/1000)   DFA->236227 NFA->2087622
Browsing->(451/1000)   DFA->235327 NFA->1821078
Browsing->(452/1000)   DFA->215515 NFA->1764047
Browsing->(453/1000)   DFA->213114 NFA->1888617
Browsing->(454/1000)   DFA->241329 NFA->1899723
Browsing->(455/1000)   DFA->205609 NFA->1773356
Browsing->(456/1000)   DFA->228423 NFA->2157860
Browsing->(457/1000)   DFA->239830 NFA->1876309
Browsing->(458/1000)   DFA->222120 NFA->1920131
Browsing->(459/1000)   DFA->224523 NFA->2160861
Browsing->(460/1000)   DFA->238028 NFA->2198382
Browsing->(461/1000)   DFA->241631 NFA->2299539
Browsing->(462/1000)   DFA->217915 NFA->1941746
Browsing->(463/1000)   DFA->231723 NFA->1875710
Browsing->(464/1000)   DFA->271945 NFA->2057303
Browsing->(465/1000)   DFA->220020 NFA->2210390
Browsing->(466/1000)   DFA->217315 NFA->1655687
Browsing->(467/1000)   DFA->268341 NFA->2523159
Browsing->(468/1000)   DFA->243730 NFA->2438511
Browsing->(469/1000)   DFA->224519 NFA->2147353
Browsing->(470/1000)   DFA->348485 NFA->2401590
Browsing->(471/1000)   DFA->204712 NFA->1847494
Browsing->(472/1000)   DFA->245532 NFA->2454416
Browsing->(473/1000)   DFA->221219 NFA->1978061
Browsing->(474/1000)   DFA->250937 NFA->2234704
Browsing->(475/1000)   DFA->259939 NFA->2177973
Browsing->(476/1000)   DFA->274948 NFA->2181270
Browsing->(477/1000)   DFA->244331 NFA->1862200
Browsing->(478/1000)   DFA->256942 NFA->2464626
Browsing->(479/1000)   DFA->249436 NFA->2050402
Browsing->(480/1000)   DFA->299861 NFA->2458920
Browsing->(481/1000)   DFA->336778 NFA->2029991
Browsing->(482/1000)   DFA->238630 NFA->1689608
Browsing->(483/1000)   DFA->310667 NFA->2535166
Browsing->(484/1000)   DFA->243433 NFA->1856196
Browsing->(485/1000)   DFA->266242 NFA->2585293
Browsing->(486/1000)   DFA->244634 NFA->1784761
Browsing->(487/1000)   DFA->263541 NFA->2071710
Browsing->(488/1000)   DFA->299261 NFA->2247309
Browsing->(489/1000)   DFA->274951 NFA->2208891
Browsing->(490/1000)   DFA->249135 NFA->1968461
Browsing->(491/1000)   DFA->220316 NFA->1963056
Browsing->(492/1000)   DFA->287255 NFA->2466427
Browsing->(493/1000)   DFA->246733 NFA->2115838
Browsing->(494/1000)   DFA->234128 NFA->2151555
Browsing->(495/1000)   DFA->246135 NFA->1921631
Browsing->(496/1000)   DFA->225122 NFA->2201084
Browsing->(497/1000)   DFA->231425 NFA->2219092
Browsing->(498/1000)   DFA->243134 NFA->2143755
Browsing->(499/1000)   DFA->248835 NFA->2605401
Browsing->(500/1000)   DFA->348790 NFA->2277925
Browsing->(501/1000)   DFA->337381 NFA->2935581
Browsing->(502/1000)   DFA->251535 NFA->1902423
Browsing->(503/1000)   DFA->258740 NFA->2617408
Browsing->(504/1000)   DFA->272247 NFA->2462825
Browsing->(505/1000)   DFA->244030 NFA->2113138
Browsing->(506/1000)   DFA->256337 NFA->1996673
Browsing->(507/1000)   DFA->252136 NFA->2030292
Browsing->(508/1000)   DFA->229926 NFA->1939040
Browsing->(509/1000)   DFA->377902 NFA->2078617
Browsing->(510/1000)   DFA->245830 NFA->2074716
Browsing->(511/1000)   DFA->240731 NFA->2163865
Browsing->(512/1000)   DFA->294160 NFA->1870005
Browsing->(513/1000)   DFA->207713 NFA->1934840
Browsing->(514/1000)   DFA->220320 NFA->1948347
