iteracion cada-> 6 documents
->>>>IterationNumber<<<<--- : 6
DFA->2
NFA->2
Creation time    DFA->2799906 NFA->1219256
Browsing->(231/1000)   DFA->1201 NFA->3602
Browsing->(232/1000)   DFA->1200 NFA->5103
Browsing->(233/1000)   DFA->1200 NFA->3302
Browsing->(234/1000)   DFA->1200 NFA->5703
Browsing->(235/1000)   DFA->901 NFA->3302
Browsing->(236/1000)   DFA->1201 NFA->6303
Browsing->(237/1000)   DFA->1201 NFA->3302
Browsing->(238/1000)   DFA->1201 NFA->4503
Browsing->(239/1000)   DFA->1200 NFA->3602
Browsing->(240/1000)   DFA->2101 NFA->4203
Browsing->(241/1000)   DFA->1201 NFA->3602
Browsing->(242/1000)   DFA->1201 NFA->3302
Browsing->(243/1000)   DFA->1201 NFA->3602
Browsing->(244/1000)   DFA->901 NFA->3301
Browsing->(245/1000)   DFA->1201 NFA->3302
Browsing->(246/1000)   DFA->1200 NFA->12007
Browsing->(247/1000)   DFA->1801 NFA->4202
Browsing->(248/1000)   DFA->1200 NFA->3602
Browsing->(249/1000)   DFA->901 NFA->3302
Browsing->(250/1000)   DFA->901 NFA->3602
Browsing->(251/1000)   DFA->1200 NFA->3301
Browsing->(252/1000)   DFA->1201 NFA->4502
Browsing->(253/1000)   DFA->1201 NFA->3302
Browsing->(254/1000)   DFA->1201 NFA->4803
Browsing->(255/1000)   DFA->7204 NFA->4802
Browsing->(256/1000)   DFA->900 NFA->4503
Browsing->(257/1000)   DFA->1201 NFA->3302
Browsing->(258/1000)   DFA->1200 NFA->3001
Browsing->(259/1000)   DFA->1200 NFA->3301
Browsing->(260/1000)   DFA->901 NFA->3302
Browsing->(261/1000)   DFA->900 NFA->3302
Browsing->(262/1000)   DFA->901 NFA->3302
Browsing->(263/1000)   DFA->1201 NFA->3302
Browsing->(264/1000)   DFA->900 NFA->3301
Browsing->(265/1000)   DFA->900 NFA->3302
Browsing->(266/1000)   DFA->1200 NFA->3301
Browsing->(267/1000)   DFA->1201 NFA->3602
Browsing->(268/1000)   DFA->1200 NFA->3302
Browsing->(269/1000)   DFA->901 NFA->3602
Browsing->(270/1000)   DFA->901 NFA->3302
Browsing->(271/1000)   DFA->900 NFA->3602
Browsing->(272/1000)   DFA->1201 NFA->3302
Browsing->(273/1000)   DFA->900 NFA->3602
Browsing->(274/1000)   DFA->1200 NFA->3301
Browsing->(275/1000)   DFA->901 NFA->4202
Browsing->(276/1000)   DFA->901 NFA->3302
Browsing->(277/1000)   DFA->901 NFA->4502
Browsing->(278/1000)   DFA->1201 NFA->3302
Browsing->(279/1000)   DFA->900 NFA->4503
Browsing->(280/1000)   DFA->900 NFA->3001
Browsing->(281/1000)   DFA->901 NFA->6604
Browsing->(282/1000)   DFA->1200 NFA->11406
Browsing->(283/1000)   DFA->1201 NFA->3601
Browsing->(284/1000)   DFA->1201 NFA->3302
Browsing->(285/1000)   DFA->900 NFA->3302
Browsing->(286/1000)   DFA->1201 NFA->3302
Browsing->(287/1000)   DFA->901 NFA->3302
Browsing->(288/1000)   DFA->2101 NFA->3602
Browsing->(289/1000)   DFA->901 NFA->4502
Browsing->(290/1000)   DFA->1201 NFA->3602
Browsing->(291/1000)   DFA->1201 NFA->3302
Browsing->(292/1000)   DFA->900 NFA->6304
Browsing->(293/1000)   DFA->1200 NFA->3302
Browsing->(294/1000)   DFA->900 NFA->6003
Browsing->(295/1000)   DFA->1201 NFA->3602
Browsing->(296/1000)   DFA->900 NFA->3902
Browsing->(297/1000)   DFA->900 NFA->3602
Browsing->(298/1000)   DFA->900 NFA->4503
Browsing->(299/1000)   DFA->901 NFA->3602
Browsing->(300/1000)   DFA->901 NFA->4202
Browsing->(301/1000)   DFA->1500 NFA->11707
Browsing->(302/1000)   DFA->1201 NFA->4803
Browsing->(303/1000)   DFA->1201 NFA->3602
Browsing->(304/1000)   DFA->1201 NFA->4502
Browsing->(305/1000)   DFA->901 NFA->3602
