->>>>IterationNumber<<<<--- : 10
DFA->11
NFA->6
Creation time    DFA->5160975 NFA->1957953
Browsing->(181/1000)   DFA->20710 NFA->100255
Browsing->(182/1000)   DFA->16509 NFA->67536
Browsing->(183/1000)   DFA->20409 NFA->105657
Browsing->(184/1000)   DFA->15908 NFA->66636
Browsing->(185/1000)   DFA->14708 NFA->67836
Browsing->(186/1000)   DFA->20711 NFA->103255
Browsing->(187/1000)   DFA->18310 NFA->75942
Browsing->(188/1000)   DFA->20711 NFA->101154
Browsing->(189/1000)   DFA->15009 NFA->72339
Browsing->(190/1000)   DFA->22212 NFA->98752
Browsing->(191/1000)   DFA->14408 NFA->66036
Browsing->(192/1000)   DFA->14709 NFA->66335
Browsing->(193/1000)   DFA->20411 NFA->102656
Browsing->(194/1000)   DFA->20411 NFA->96352
Browsing->(195/1000)   DFA->20408 NFA->99054
Browsing->(196/1000)   DFA->20411 NFA->97251
Browsing->(197/1000)   DFA->15308 NFA->82845
Browsing->(198/1000)   DFA->15308 NFA->70237
Browsing->(199/1000)   DFA->15308 NFA->71440
Browsing->(200/1000)   DFA->15008 NFA->74740
Browsing->(201/1000)   DFA->24014 NFA->111960
Browsing->(202/1000)   DFA->28215 NFA->120664
Browsing->(203/1000)   DFA->41122 NFA->175593
Browsing->(204/1000)   DFA->36019 NFA->174994
Browsing->(205/1000)   DFA->28516 NFA->127270
Browsing->(206/1000)   DFA->28816 NFA->119164
Browsing->(207/1000)   DFA->38420 NFA->173492
Browsing->(208/1000)   DFA->39921 NFA->172293
Browsing->(209/1000)   DFA->25514 NFA->113760
Browsing->(210/1000)   DFA->29717 NFA->119165
Browsing->(211/1000)   DFA->25214 NFA->117363
Browsing->(212/1000)   DFA->38120 NFA->178596
Browsing->(213/1000)   DFA->67538 NFA->178296
Browsing->(214/1000)   DFA->39321 NFA->175592
Browsing->(215/1000)   DFA->40222 NFA->179195
Browsing->(216/1000)   DFA->39320 NFA->184899
Browsing->(217/1000)   DFA->28514 NFA->133571
Browsing->(218/1000)   DFA->39021 NFA->167491
Browsing->(219/1000)   DFA->39321 NFA->182498
Browsing->(220/1000)   DFA->40222 NFA->186098
Browsing->(221/1000)   DFA->40822 NFA->180998
Browsing->(222/1000)   DFA->28815 NFA->135073
Browsing->(223/1000)   DFA->39022 NFA->179196
Browsing->(224/1000)   DFA->28213 NFA->110161
Browsing->(225/1000)   DFA->35118 NFA->179196
Browsing->(226/1000)   DFA->21612 NFA->102055
Browsing->(227/1000)   DFA->15309 NFA->69038
Browsing->(228/1000)   DFA->20410 NFA->114363
Browsing->(229/1000)   DFA->20410 NFA->100254
Browsing->(230/1000)   DFA->27315 NFA->117363
Browsing->(231/1000)   DFA->38119 NFA->136574
Browsing->(232/1000)   DFA->10506 NFA->43823
Browsing->(233/1000)   DFA->26115 NFA->125767
Browsing->(234/1000)   DFA->37220 NFA->175894
Browsing->(235/1000)   DFA->30617 NFA->119464
Browsing->(236/1000)   DFA->37820 NFA->172893
Browsing->(237/1000)   DFA->38722 NFA->188801
Browsing->(238/1000)   DFA->33617 NFA->118264
Browsing->(239/1000)   DFA->29115 NFA->123366
Browsing->(240/1000)   DFA->23413 NFA->74740
Browsing->(241/1000)   DFA->15309 NFA->69038
Browsing->(242/1000)   DFA->28214 NFA->99054
Browsing->(243/1000)   DFA->15010 NFA->67236
Browsing->(244/1000)   DFA->20110 NFA->117362
Browsing->(245/1000)   DFA->14107 NFA->73840
Browsing->(246/1000)   DFA->20411 NFA->99053
Browsing->(247/1000)   DFA->15009 NFA->67535
Browsing->(248/1000)   DFA->20411 NFA->100554
Browsing->(249/1000)   DFA->14708 NFA->70839
Browsing->(250/1000)   DFA->21011 NFA->96353
Browsing->(251/1000)   DFA->14708 NFA->67535
Browsing->(252/1000)   DFA->22814 NFA->101455
Browsing->(253/1000)   DFA->20411 NFA->97852
Browsing->(254/1000)   DFA->20111 NFA->97252
Browsing->(255/1000)   DFA->14709 NFA->67235
Browsing->(256/1000)   DFA->19811 NFA->97852
Browsing->(257/1000)   DFA->33618 NFA->153682
