->>>>IterationNumber<<<<--- : 6
DFA->9
NFA->5
Creation time    DFA->4715835 NFA->1773353
Browsing->(189/1000)   DFA->12907 NFA->57030
Browsing->(190/1000)   DFA->12906 NFA->90349
Browsing->(191/1000)   DFA->15007 NFA->64233
Browsing->(192/1000)   DFA->8405 NFA->37219
Browsing->(193/1000)   DFA->12607 NFA->54930
Browsing->(194/1000)   DFA->14107 NFA->59733
Browsing->(195/1000)   DFA->13208 NFA->58533
Browsing->(196/1000)   DFA->12607 NFA->58232
Browsing->(197/1000)   DFA->12907 NFA->60634
Browsing->(198/1000)   DFA->12906 NFA->57331
Browsing->(199/1000)   DFA->11707 NFA->57033
Browsing->(200/1000)   DFA->12006 NFA->58530
Browsing->(201/1000)   DFA->12906 NFA->57030
Browsing->(202/1000)   DFA->23413 NFA->73240
Browsing->(203/1000)   DFA->11406 NFA->52529
Browsing->(204/1000)   DFA->13207 NFA->57331
Browsing->(205/1000)   DFA->12607 NFA->60032
Browsing->(206/1000)   DFA->11706 NFA->52528
Browsing->(207/1000)   DFA->12908 NFA->59430
Browsing->(208/1000)   DFA->13208 NFA->56730
Browsing->(209/1000)   DFA->12607 NFA->57331
Browsing->(210/1000)   DFA->12907 NFA->57931
Browsing->(211/1000)   DFA->11707 NFA->52227
Browsing->(212/1000)   DFA->11406 NFA->51928
Browsing->(213/1000)   DFA->13208 NFA->59433
Browsing->(214/1000)   DFA->13207 NFA->57330
Browsing->(215/1000)   DFA->12306 NFA->57632
Browsing->(216/1000)   DFA->11405 NFA->48925
Browsing->(217/1000)   DFA->11406 NFA->51629
Browsing->(218/1000)   DFA->13207 NFA->129969
Browsing->(219/1000)   DFA->8705 NFA->37821
Browsing->(220/1000)   DFA->12907 NFA->57632
Browsing->(221/1000)   DFA->12908 NFA->57629
Browsing->(222/1000)   DFA->12907 NFA->63035
Browsing->(223/1000)   DFA->12608 NFA->58230
Browsing->(224/1000)   DFA->13207 NFA->62133
Browsing->(225/1000)   DFA->12606 NFA->57632
Browsing->(226/1000)   DFA->11707 NFA->52529
Browsing->(227/1000)   DFA->11407 NFA->52829
Browsing->(228/1000)   DFA->12908 NFA->57631
Browsing->(229/1000)   DFA->12906 NFA->64835
Browsing->(230/1000)   DFA->19211 NFA->54629
Browsing->(231/1000)   DFA->12007 NFA->51929
Browsing->(232/1000)   DFA->12908 NFA->57632
Browsing->(233/1000)   DFA->13207 NFA->57332
Browsing->(234/1000)   DFA->8404 NFA->33019
Browsing->(235/1000)   DFA->12908 NFA->58231
Browsing->(236/1000)   DFA->12906 NFA->56430
Browsing->(237/1000)   DFA->12607 NFA->57330
Browsing->(238/1000)   DFA->12306 NFA->60032
Browsing->(239/1000)   DFA->30617 NFA->59131
Browsing->(240/1000)   DFA->7803 NFA->32118
Browsing->(241/1000)   DFA->14409 NFA->61835
Browsing->(242/1000)   DFA->12907 NFA->58233
Browsing->(243/1000)   DFA->11707 NFA->51929
Browsing->(244/1000)   DFA->12908 NFA->92449
Browsing->(245/1000)   DFA->22511 NFA->100554
Browsing->(246/1000)   DFA->13206 NFA->56431
Browsing->(247/1000)   DFA->25213 NFA->108958
Browsing->(248/1000)   DFA->21311 NFA->96651
Browsing->(249/1000)   DFA->24913 NFA->106858
Browsing->(250/1000)   DFA->20711 NFA->119764
Browsing->(251/1000)   DFA->24616 NFA->103856
Browsing->(252/1000)   DFA->24914 NFA->108059
Browsing->(253/1000)   DFA->25213 NFA->106558
Browsing->(254/1000)   DFA->23712 NFA->112859
Browsing->(255/1000)   DFA->29716 NFA->107159
Browsing->(256/1000)   DFA->24913 NFA->110760
Browsing->(257/1000)   DFA->25214 NFA->110760
Browsing->(258/1000)   DFA->24013 NFA->96652
Browsing->(259/1000)   DFA->23712 NFA->97852
Browsing->(260/1000)   DFA->23112 NFA->97853
Browsing->(261/1000)   DFA->24012 NFA->102054
Browsing->(262/1000)   DFA->24613 NFA->103256
Browsing->(263/1000)   DFA->24914 NFA->102655
Browsing->(264/1000)   DFA->32717 NFA->121567
Browsing->(265/1000)   DFA->26114 NFA->108659
Browsing->(266/1000)   DFA->26114 NFA->101153
Browsing->(267/1000)   DFA->22812 NFA->98453
Browsing->(268/1000)   DFA->12605 NFA->71439
Browsing->(269/1000)   DFA->13806 NFA->57329
Browsing->(270/1000)   DFA->13207 NFA->57330
Browsing->(271/1000)   DFA->12607 NFA->77442
Browsing->(272/1000)   DFA->12306 NFA->59131
Browsing->(273/1000)   DFA->11406 NFA->51027
Browsing->(274/1000)   DFA->12606 NFA->56431
Browsing->(275/1000)   DFA->12006 NFA->123966
Browsing->(276/1000)   DFA->15309 NFA->57930
Browsing->(277/1000)   DFA->21311 NFA->97851
Browsing->(278/1000)   DFA->21312 NFA->92149
Browsing->(279/1000)   DFA->22211 NFA->101454
Browsing->(280/1000)   DFA->13807 NFA->58531
Browsing->(281/1000)   DFA->23112 NFA->99353
Browsing->(282/1000)   DFA->20411 NFA->96650
Browsing->(283/1000)   DFA->20409 NFA->89748
Browsing->(284/1000)   DFA->19811 NFA->90349
Browsing->(285/1000)   DFA->20412 NFA->87047
Browsing->(286/1000)   DFA->20411 NFA->88247
Browsing->(287/1000)   DFA->35119 NFA->106557
Browsing->(288/1000)   DFA->13506 NFA->57331
Browsing->(289/1000)   DFA->24613 NFA->109260
Browsing->(290/1000)   DFA->26114 NFA->105057
Browsing->(291/1000)   DFA->24614 NFA->106258
Browsing->(292/1000)   DFA->22211 NFA->94850
Browsing->(293/1000)   DFA->23712 NFA->104155
Browsing->(294/1000)   DFA->24914 NFA->108059
Browsing->(295/1000)   DFA->24013 NFA->101155
Browsing->(296/1000)   DFA->23413 NFA->106857
Browsing->(297/1000)   DFA->25514 NFA->105057
Browsing->(298/1000)   DFA->24915 NFA->105357
Browsing->(299/1000)   DFA->23111 NFA->96052
Browsing->(300/1000)   DFA->23113 NFA->102055
Browsing->(301/1000)   DFA->24314 NFA->103255
Browsing->(302/1000)   DFA->26414 NFA->217919
Browsing->(303/1000)   DFA->26114 NFA->114661
Browsing->(304/1000)   DFA->22511 NFA->110460
Browsing->(305/1000)   DFA->26415 NFA->115262
Browsing->(306/1000)   DFA->26715 NFA->104455
Browsing->(307/1000)   DFA->31216 NFA->98752
Browsing->(308/1000)   DFA->25813 NFA->105657
Browsing->(309/1000)   DFA->25815 NFA->105057
Browsing->(310/1000)   DFA->21312 NFA->96652
Browsing->(311/1000)   DFA->23412 NFA->93350
Browsing->(312/1000)   DFA->19810 NFA->90648
Browsing->(313/1000)   DFA->23413 NFA->86146
Browsing->(314/1000)   DFA->22812 NFA->99353
Browsing->(315/1000)   DFA->21612 NFA->96952
Browsing->(316/1000)   DFA->22511 NFA->124868
Browsing->(317/1000)   DFA->32719 NFA->116763
Browsing->(318/1000)   DFA->21611 NFA->90649
Browsing->(319/1000)   DFA->31517 NFA->118264
Browsing->(320/1000)   DFA->21011 NFA->90649
Browsing->(321/1000)   DFA->23112 NFA->102055
Browsing->(322/1000)   DFA->23412 NFA->102656
Browsing->(323/1000)   DFA->22812 NFA->107157
Browsing->(324/1000)   DFA->23712 NFA->101455
Browsing->(325/1000)   DFA->33319 NFA->165691
Browsing->(326/1000)   DFA->21611 NFA->91850
Browsing->(327/1000)   DFA->21613 NFA->95753
Browsing->(328/1000)   DFA->23414 NFA->105956
Browsing->(329/1000)   DFA->24613 NFA->108059
Browsing->(330/1000)   DFA->25814 NFA->108058
Browsing->(331/1000)   DFA->25513 NFA->107157
Browsing->(332/1000)   DFA->24313 NFA->105657
Browsing->(333/1000)   DFA->22513 NFA->100854
Browsing->(334/1000)   DFA->26414 NFA->78643
Browsing->(335/1000)   DFA->21011 NFA->185799
Browsing->(336/1000)   DFA->31817 NFA->113162
Browsing->(337/1000)   DFA->21911 NFA->101154
Browsing->(338/1000)   DFA->25813 NFA->114059
Browsing->(339/1000)   DFA->22813 NFA->96951
Browsing->(340/1000)   DFA->24613 NFA->113461
Browsing->(341/1000)   DFA->24912 NFA->106557
Browsing->(342/1000)   DFA->23713 NFA->65435
Browsing->(343/1000)   DFA->12306 NFA->56730
Browsing->(344/1000)   DFA->13207 NFA->58531
Browsing->(345/1000)   DFA->12906 NFA->58230
Browsing->(346/1000)   DFA->16208 NFA->60632
Browsing->(347/1000)   DFA->13206 NFA->57632
Browsing->(348/1000)   DFA->11407 NFA->51328
Browsing->(349/1000)   DFA->12608 NFA->57330
Browsing->(350/1000)   DFA->14708 NFA->57331
Browsing->(351/1000)   DFA->12608 NFA->59731
Browsing->(352/1000)   DFA->11105 NFA->51927
Browsing->(353/1000)   DFA->11405 NFA->51328
Browsing->(354/1000)   DFA->12006 NFA->56731
Browsing->(355/1000)   DFA->10805 NFA->53128
Browsing->(356/1000)   DFA->11105 NFA->51329
Browsing->(357/1000)   DFA->12606 NFA->59431
Browsing->(358/1000)   DFA->12607 NFA->58233
Browsing->(359/1000)   DFA->11105 NFA->51325
Browsing->(360/1000)   DFA->11706 NFA->51928
Browsing->(361/1000)   DFA->12607 NFA->56730
Browsing->(362/1000)   DFA->12006 NFA->70837
Browsing->(363/1000)   DFA->13808 NFA->58833
Browsing->(364/1000)   DFA->12307 NFA->61534
Browsing->(365/1000)   DFA->12306 NFA->56432
Browsing->(366/1000)   DFA->12307 NFA->56731
Browsing->(367/1000)   DFA->12306 NFA->56431
Browsing->(368/1000)   DFA->12306 NFA->56431
Browsing->(369/1000)   DFA->12306 NFA->56429
Browsing->(370/1000)   DFA->12306 NFA->61232
Browsing->(371/1000)   DFA->12307 NFA->59433
Browsing->(372/1000)   DFA->11106 NFA->48927
Browsing->(373/1000)   DFA->11407 NFA->51028
Browsing->(374/1000)   DFA->12607 NFA->56431
Browsing->(375/1000)   DFA->11106 NFA->51327
Browsing->(376/1000)   DFA->12308 NFA->57029
Browsing->(377/1000)   DFA->12607 NFA->62133
Browsing->(378/1000)   DFA->12005 NFA->57031
Browsing->(379/1000)   DFA->12006 NFA->59131
Browsing->(380/1000)   DFA->10805 NFA->51329
Browsing->(381/1000)   DFA->11407 NFA->50728
Browsing->(382/1000)   DFA->11406 NFA->51026
Browsing->(383/1000)   DFA->12607 NFA->59433
Browsing->(384/1000)   DFA->12608 NFA->58530
Browsing->(385/1000)   DFA->11405 NFA->51627
Browsing->(386/1000)   DFA->13808 NFA->57330
Browsing->(387/1000)   DFA->11406 NFA->52227
Browsing->(388/1000)   DFA->11406 NFA->54029
Browsing->(389/1000)   DFA->12308 NFA->58531
Browsing->(390/1000)   DFA->11105 NFA->96052
Browsing->(391/1000)   DFA->12607 NFA->58831
Browsing->(392/1000)   DFA->12306 NFA->57032
Browsing->(393/1000)   DFA->7504 NFA->30616
Browsing->(394/1000)   DFA->12007 NFA->57332
Browsing->(395/1000)   DFA->12308 NFA->57031
Browsing->(396/1000)   DFA->11106 NFA->57031
Browsing->(397/1000)   DFA->12306 NFA->58831
Browsing->(398/1000)   DFA->12607 NFA->66335
Browsing->(399/1000)   DFA->18010 NFA->54929
Browsing->(400/1000)   DFA->12606 NFA->56130
Browsing->(401/1000)   DFA->16509 NFA->75641
Browsing->(402/1000)   DFA->18010 NFA->88548
Browsing->(403/1000)   DFA->22212 NFA->86747
Browsing->(404/1000)   DFA->22813 NFA->102655
Browsing->(405/1000)   DFA->20412 NFA->85546
Browsing->(406/1000)   DFA->22512 NFA->100854
Browsing->(407/1000)   DFA->22513 NFA->90650
Browsing->(408/1000)   DFA->18609 NFA->92450
Browsing->(409/1000)   DFA->23713 NFA->99953
Browsing->(410/1000)   DFA->22212 NFA->83445
Browsing->(411/1000)   DFA->12906 NFA->57030
Browsing->(412/1000)   DFA->12907 NFA->60031
Browsing->(413/1000)   DFA->12306 NFA->150080
Browsing->(414/1000)   DFA->19511 NFA->90949
Browsing->(415/1000)   DFA->19811 NFA->78340
Browsing->(416/1000)   DFA->11706 NFA->49526
Browsing->(417/1000)   DFA->12006 NFA->56431
Browsing->(418/1000)   DFA->38120 NFA->38719
Browsing->(419/1000)   DFA->11706 NFA->51328
Browsing->(420/1000)   DFA->12307 NFA->61833
Browsing->(421/1000)   DFA->12306 NFA->59131
Browsing->(422/1000)   DFA->50726 NFA->57329
Browsing->(423/1000)   DFA->14708 NFA->60933
Browsing->(424/1000)   DFA->12307 NFA->56129
Browsing->(425/1000)   DFA->12007 NFA->56130
Browsing->(426/1000)   DFA->11406 NFA->53430
Browsing->(427/1000)   DFA->12306 NFA->56431
Browsing->(428/1000)   DFA->12006 NFA->55829
Browsing->(429/1000)   DFA->12007 NFA->58531
Browsing->(430/1000)   DFA->12606 NFA->60032
Browsing->(431/1000)   DFA->7205 NFA->31516
Browsing->(432/1000)   DFA->13807 NFA->69038
Browsing->(433/1000)   DFA->8405 NFA->36319
Browsing->(434/1000)   DFA->12307 NFA->58830
Browsing->(435/1000)   DFA->12006 NFA->56430
Browsing->(436/1000)   DFA->11106 NFA->48325
Browsing->(437/1000)   DFA->12006 NFA->60332
Browsing->(438/1000)   DFA->12607 NFA->58831
Browsing->(439/1000)   DFA->12006 NFA->56732
Browsing->(440/1000)   DFA->12306 NFA->57032
Browsing->(441/1000)   DFA->12606 NFA->57031
Browsing->(442/1000)   DFA->12006 NFA->56429
Browsing->(443/1000)   DFA->12306 NFA->59432
Browsing->(444/1000)   DFA->12308 NFA->56731
Browsing->(445/1000)   DFA->11405 NFA->50728
Browsing->(446/1000)   DFA->12006 NFA->58833
Browsing->(447/1000)   DFA->12006 NFA->3814750
Browsing->(448/1000)   DFA->27915 NFA->116463
Browsing->(449/1000)   DFA->14408 NFA->54930
Browsing->(450/1000)   DFA->24312 NFA->109559
Browsing->(451/1000)   DFA->22812 NFA->99354
Browsing->(452/1000)   DFA->13807 NFA->53728
Browsing->(453/1000)   DFA->24614 NFA->115262
Browsing->(454/1000)   DFA->23113 NFA->114063
Browsing->(455/1000)   DFA->21310 NFA->109258
Browsing->(456/1000)   DFA->13508 NFA->51328
Browsing->(457/1000)   DFA->22812 NFA->106556
Browsing->(458/1000)   DFA->23411 NFA->115862
Browsing->(459/1000)   DFA->23413 NFA->111961
Browsing->(460/1000)   DFA->24014 NFA->110159
Browsing->(461/1000)   DFA->27915 NFA->112560
Browsing->(462/1000)   DFA->24614 NFA->113761
Browsing->(463/1000)   DFA->21011 NFA->105356
Browsing->(464/1000)   DFA->23714 NFA->114060
Browsing->(465/1000)   DFA->23713 NFA->138075
Browsing->(466/1000)   DFA->20411 NFA->96051
Browsing->(467/1000)   DFA->23412 NFA->107757
Browsing->(468/1000)   DFA->23714 NFA->123066
Browsing->(469/1000)   DFA->21312 NFA->97853
Browsing->(470/1000)   DFA->22513 NFA->105057
Browsing->(471/1000)   DFA->23114 NFA->106858
Browsing->(472/1000)   DFA->13508 NFA->76540
Browsing->(473/1000)   DFA->24013 NFA->106257
Browsing->(474/1000)   DFA->23112 NFA->106258
Browsing->(475/1000)   DFA->21011 NFA->87647
Browsing->(476/1000)   DFA->30615 NFA->130868
Browsing->(477/1000)   DFA->23414 NFA->104157
Browsing->(478/1000)   DFA->23111 NFA->104456
Browsing->(479/1000)   DFA->23412 NFA->122766
Browsing->(480/1000)   DFA->24313 NFA->108959
Browsing->(481/1000)   DFA->23413 NFA->104456
Browsing->(482/1000)   DFA->23713 NFA->120363
Browsing->(483/1000)   DFA->20712 NFA->93349
Browsing->(484/1000)   DFA->22811 NFA->106857
Browsing->(485/1000)   DFA->23712 NFA->106557
Browsing->(486/1000)   DFA->23111 NFA->114362
Browsing->(487/1000)   DFA->21611 NFA->93351
Browsing->(488/1000)   DFA->24013 NFA->111361
Browsing->(489/1000)   DFA->23111 NFA->110459
Browsing->(490/1000)   DFA->20711 NFA->99952
Browsing->(491/1000)   DFA->23414 NFA->113760
Browsing->(492/1000)   DFA->22812 NFA->105958
Browsing->(493/1000)   DFA->22212 NFA->128470
Browsing->(494/1000)   DFA->30016 NFA->105656
Browsing->(495/1000)   DFA->13206 NFA->72039
Browsing->(496/1000)   DFA->22212 NFA->114362
Browsing->(497/1000)   DFA->30316 NFA->110460
Browsing->(498/1000)   DFA->25814 NFA->105657
Browsing->(499/1000)   DFA->21912 NFA->104756
Browsing->(500/1000)   DFA->21011 NFA->113460
Browsing->(501/1000)   DFA->24313 NFA->108958
Browsing->(502/1000)   DFA->28515 NFA->101754
Browsing->(503/1000)   DFA->23713 NFA->109259
Browsing->(504/1000)   DFA->13207 NFA->48927
Browsing->(505/1000)   DFA->21911 NFA->106857
Browsing->(506/1000)   DFA->21912 NFA->96952
Browsing->(507/1000)   DFA->21011 NFA->105357
Browsing->(508/1000)   DFA->24613 NFA->110761
Browsing->(509/1000)   DFA->24014 NFA->108058
Browsing->(510/1000)   DFA->24012 NFA->109860
Browsing->(511/1000)   DFA->24013 NFA->111660
Browsing->(512/1000)   DFA->23412 NFA->109258
Browsing->(513/1000)   DFA->21612 NFA->97852
Browsing->(514/1000)   DFA->14108 NFA->84046
Browsing->(515/1000)   DFA->23714 NFA->137474
Browsing->(516/1000)   DFA->23113 NFA->102055
Browsing->(517/1000)   DFA->25214 NFA->109859
Browsing->(518/1000)   DFA->12907 NFA->55831
Browsing->(519/1000)   DFA->23111 NFA->98152
Browsing->(520/1000)   DFA->25213 NFA->108658
Browsing->(521/1000)   DFA->25214 NFA->99955
Browsing->(522/1000)   DFA->21611 NFA->109258
Browsing->(523/1000)   DFA->15309 NFA->64834
Browsing->(524/1000)   DFA->22512 NFA->102055
Browsing->(525/1000)   DFA->23412 NFA->104754
Browsing->(526/1000)   DFA->22511 NFA->106857
Browsing->(527/1000)   DFA->12306 NFA->53728
Browsing->(528/1000)   DFA->23712 NFA->103556
Browsing->(529/1000)   DFA->21012 NFA->98153
Browsing->(530/1000)   DFA->20412 NFA->92151
Browsing->(531/1000)   DFA->24013 NFA->110458
Browsing->(532/1000)   DFA->31818 NFA->115563
Browsing->(533/1000)   DFA->21012 NFA->83145
